[13:48:43:212500 12-06-2020][INFO] @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@ 
[13:48:43:213900 12-06-2020][INFO] Applicacao inicializada - application\core\Application::__construct 
[13:48:43:214600 12-06-2020][INFO] Configuracao inicializada 
[13:48:46:293400 12-06-2020][PROC] URL (fixed-B) '/repository/:repository/:id/edit' 
[13:48:46:293700 12-06-2020][PROC] URL bruta '/dev/repository/sheet/:repository' 
[13:48:46:293900 12-06-2020][PROC] URL (fixed-A) '/dev/repository/sheet/:repository' 
[13:48:46:294200 12-06-2020][PROC] URL (fixed-B) '/repository/sheet/:repository' 
[13:48:46:295000 12-06-2020][PROC] URL bruta '/dev/tools' 
[13:48:46:295400 12-06-2020][PROC] URL (fixed-A) '/dev/tools' 
[13:48:46:295800 12-06-2020][PROC] URL (fixed-B) '/tools' 
[13:48:46:296500 12-06-2020][PROC] URL bruta '/dev/tools/modules' 
[13:48:46:296900 12-06-2020][PROC] URL (fixed-A) '/dev/tools/modules' 
[13:48:46:297300 12-06-2020][PROC] URL (fixed-B) '/tools/modules' 
[13:48:46:297600 12-06-2020][PROC] URL bruta '/dev/tools/modules' 
[13:48:46:298000 12-06-2020][PROC] URL (fixed-A) '/dev/tools/modules' 
[13:48:46:298200 12-06-2020][PROC] URL (fixed-B) '/tools/modules' 
[13:48:46:299300 12-06-2020][PROC] URL bruta '/dev/tools/repository' 
[13:48:46:299800 12-06-2020][PROC] URL (fixed-A) '/dev/tools/repository' 
[13:48:46:300100 12-06-2020][PROC] URL (fixed-B) '/tools/repository' 
[13:48:46:300400 12-06-2020][PROC] URL bruta '/dev/tools/repository/save' 
[13:48:46:300700 12-06-2020][PROC] URL (fixed-A) '/dev/tools/repository/save' 
[13:48:46:301000 12-06-2020][PROC] URL (fixed-B) '/tools/repository/save' 
[13:48:46:302100 12-06-2020][PROC] URL bruta '/dev/users' 
[13:48:46:302500 12-06-2020][PROC] URL (fixed-A) '/dev/users' 
[13:48:46:302800 12-06-2020][PROC] URL (fixed-B) '/users' 
[13:48:46:303200 12-06-2020][PROC] URL bruta '/dev/users/create' 
[13:48:46:303500 12-06-2020][PROC] URL (fixed-A) '/dev/users/create' 
[13:48:46:303800 12-06-2020][PROC] URL (fixed-B) '/users/create' 
[13:48:46:304100 12-06-2020][PROC] URL bruta '/dev/users/create' 
[13:48:46:304400 12-06-2020][PROC] URL (fixed-A) '/dev/users/create' 
[13:48:46:304700 12-06-2020][PROC] URL (fixed-B) '/users/create' 
[13:48:46:304900 12-06-2020][PROC] URL bruta '/dev/users/:id' 
[13:48:46:305200 12-06-2020][PROC] URL (fixed-A) '/dev/users/:id' 
[13:48:46:305500 12-06-2020][PROC] URL (fixed-B) '/users/:id' 
[13:48:46:305900 12-06-2020][PROC] URL bruta '/dev/users/:id/delete' 
[13:48:46:306100 12-06-2020][PROC] URL (fixed-A) '/dev/users/:id/delete' 
[13:48:46:306400 12-06-2020][PROC] URL (fixed-B) '/users/:id/delete' 
[13:48:46:306800 12-06-2020][PROC] URL bruta '/dev/users/:id/edit' 
[13:48:46:307100 12-06-2020][PROC] URL (fixed-A) '/dev/users/:id/edit' 
[13:48:46:307400 12-06-2020][PROC] URL (fixed-B) '/users/:id/edit' 
[13:48:46:307700 12-06-2020][PROC] URL bruta '/dev/users/:id/edit' 
[13:48:46:308400 12-06-2020][PROC] URL (fixed-A) '/dev/users/:id/edit' 
[13:48:46:309000 12-06-2020][PROC] URL (fixed-B) '/users/:id/edit' 
[13:48:46:309800 12-06-2020][PROC] URL bruta '/dev/zzz' 
[13:48:46:310200 12-06-2020][PROC] URL (fixed-A) '/dev/zzz' 
[13:48:46:310500 12-06-2020][PROC] URL (fixed-B) '/zzz' 
[13:48:46:311700 12-06-2020][PROC] URL bruta '/badge' 
[13:48:46:312100 12-06-2020][PROC] URL (fixed-A) '/badge' 
[13:48:46:312400 12-06-2020][PROC] URL (fixed-B) 'ge' 
[13:48:46:312800 12-06-2020][PROC] URL bruta '/badge/edit' 
[13:48:46:313200 12-06-2020][PROC] URL (fixed-A) '/badge/edit' 
[13:48:46:313400 12-06-2020][PROC] URL (fixed-B) 'ge/edit' 
[13:48:46:313700 12-06-2020][PROC] URL bruta '/badge/edit' 
[13:48:46:314100 12-06-2020][PROC] URL (fixed-A) '/badge/edit' 
[13:48:46:314300 12-06-2020][PROC] URL (fixed-B) 'ge/edit' 
[13:48:46:315100 12-06-2020][PROC] URL bruta '/404' 
[13:48:46:315400 12-06-2020][PROC] URL (fixed-A) '/404' 
[13:48:46:315800 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:46:316600 12-06-2020][PROC] URL bruta '/forgot' 
[13:48:46:317300 12-06-2020][PROC] URL (fixed-A) '/forgot' 
[13:48:46:318100 12-06-2020][PROC] URL (fixed-B) 'got' 
[13:48:46:318400 12-06-2020][PROC] URL bruta '/forgot' 
[13:48:46:318800 12-06-2020][PROC] URL (fixed-A) '/forgot' 
[13:48:46:319100 12-06-2020][PROC] URL (fixed-B) 'got' 
[13:48:46:319400 12-06-2020][PROC] URL bruta '/forgot/reset/:code' 
[13:48:46:319700 12-06-2020][PROC] URL (fixed-A) '/forgot/reset/:code' 
[13:48:46:320000 12-06-2020][PROC] URL (fixed-B) 'got/reset/:code' 
[13:48:46:320300 12-06-2020][PROC] URL bruta '/forgot/reset' 
[13:48:46:320500 12-06-2020][PROC] URL (fixed-A) '/forgot/reset' 
[13:48:46:320900 12-06-2020][PROC] URL (fixed-B) 'got/reset' 
[13:48:46:321700 12-06-2020][PROC] URL bruta '/' 
[13:48:46:322200 12-06-2020][PROC] URL (fixed-A) '/' 
[13:48:46:322400 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:46:322800 12-06-2020][PROC] URL bruta '/reset' 
[13:48:46:323200 12-06-2020][PROC] URL (fixed-A) '/reset' 
[13:48:46:323400 12-06-2020][PROC] URL (fixed-B) 'et' 
[13:48:46:324300 12-06-2020][PROC] URL bruta '/login' 
[13:48:46:324800 12-06-2020][PROC] URL (fixed-A) '/login' 
[13:48:46:325300 12-06-2020][PROC] URL (fixed-B) 'in' 
[13:48:46:326100 12-06-2020][PROC] URL bruta '/login' 
[13:48:46:326700 12-06-2020][PROC] URL (fixed-A) '/login' 
[13:48:46:327300 12-06-2020][PROC] URL (fixed-B) 'in' 
[13:48:46:327800 12-06-2020][PROC] URL bruta '/logout' 
[13:48:46:328300 12-06-2020][PROC] URL (fixed-A) '/logout' 
[13:48:46:328500 12-06-2020][PROC] URL (fixed-B) 'out' 
[13:48:46:329400 12-06-2020][PROC] URL bruta '/zzz' 
[13:48:46:329900 12-06-2020][PROC] URL (fixed-A) '/zzz' 
[13:48:46:330200 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:46:330900 12-06-2020][PROC] URL bruta '/clean' 
[13:48:46:331300 12-06-2020][PROC] URL (fixed-A) '/clean' 
[13:48:46:331700 12-06-2020][PROC] URL (fixed-B) 'an' 
[13:48:46:332000 12-06-2020][PROC] URL bruta '/clean' 
[13:48:46:332300 12-06-2020][PROC] URL (fixed-A) '/clean' 
[13:48:46:332500 12-06-2020][PROC] URL (fixed-B) 'an' 
[13:48:46:333400 12-06-2020][PROC] URL bruta '/compesa' 
[13:48:46:333800 12-06-2020][PROC] URL (fixed-A) '/compesa' 
[13:48:46:334100 12-06-2020][PROC] URL (fixed-B) 'pesa' 
[13:48:46:335000 12-06-2020][PROC] URL bruta '/rt' 
[13:48:46:335500 12-06-2020][PROC] URL (fixed-A) '/rt' 
[13:48:46:335900 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:46:336200 12-06-2020][PROC] URL bruta '/rt/search' 
[13:48:46:336400 12-06-2020][PROC] URL (fixed-A) '/rt/search' 
[13:48:46:336700 12-06-2020][PROC] URL (fixed-B) 'search' 
[13:48:46:337100 12-06-2020][PROC] URL bruta '/rt/search' 
[13:48:46:337400 12-06-2020][PROC] URL (fixed-A) '/rt/search' 
[13:48:46:337900 12-06-2020][PROC] URL (fixed-B) 'search' 
[13:48:46:338100 12-06-2020][PROC] URL bruta '/rt/covid19' 
[13:48:46:338400 12-06-2020][PROC] URL (fixed-A) '/rt/covid19' 
[13:48:46:338700 12-06-2020][PROC] URL (fixed-B) 'covid19' 
[13:48:46:339100 12-06-2020][PROC] URL bruta '/rt/covid19/links' 
[13:48:46:339400 12-06-2020][PROC] URL (fixed-A) '/rt/covid19/links' 
[13:48:46:339800 12-06-2020][PROC] URL (fixed-B) 'covid19/links' 
[13:48:46:340400 12-06-2020][PROC] URL bruta '/sigs' 
[13:48:46:340900 12-06-2020][PROC] URL (fixed-A) '/sigs' 
[13:48:46:341300 12-06-2020][PROC] URL (fixed-B) 's' 
[13:48:46:342400 12-06-2020][PROC] URL bruta '/sigs/sipac' 
[13:48:46:343000 12-06-2020][PROC] URL (fixed-A) '/sigs/sipac' 
[13:48:46:343300 12-06-2020][PROC] URL (fixed-B) 's/sipac' 
[13:48:46:344100 12-06-2020][PROC] URL bruta '/zzz' 
[13:48:46:344600 12-06-2020][PROC] URL (fixed-A) '/zzz' 
[13:48:46:344900 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:46:346000 12-06-2020][ERROR] Não foi possível encontrar uma rota para o endereço solicitado (/new/404). 
[13:48:46:346400 12-06-2020][INFO] Redirecionamento para página de erro (404) solicitado... 
[13:48:46:346800 12-06-2020][INFO] Redirecionamento via GET solicitado para '../new/404' 
[13:48:46:371500 12-06-2020][INFO] @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@ 
[13:48:46:372100 12-06-2020][INFO] Applicacao inicializada - application\core\Application::__construct 
[13:48:46:372500 12-06-2020][INFO] Configuracao inicializada 
[13:48:46:372800 12-06-2020][INFO] Constantes fundamentais registradas 
[13:48:46:373900 12-06-2020][INFO] Controladora mae inicializada - application\core\Controller::__construct 
[13:48:46:375100 12-06-2020][INFO] Controle de acesso inicializado - application\core\Access::__construct 
[13:48:46:375700 12-06-2020][INFO] Rota inicializado - application\core\Route::__construct 
[13:48:46:376100 12-06-2020][PROC] URL bruta '/new/404' 
[13:48:46:376400 12-06-2020][PROC] URL (fixed-A) '/new/404' 
[13:48:46:376800 12-06-2020][PROC] URL (fixed-B) '/404' 
[13:48:46:377900 12-06-2020][INFO] Parametros da Rota => method='GET' | raw_url='/new/404' | platform='' | url='/404' | parameters[0]='' | parameters[1]='404' 
[13:48:46:378300 12-06-2020][INFO] Execucao da aplicacao - application\core\Application::Run 
[13:48:46:378700 12-06-2020][INFO] Execucao da controladora mae - application\core\Controller::Run 
[13:48:46:379400 12-06-2020][INFO] URL (ROTA) SOLICITADA >>> '/404' <<< 
[13:48:46:394800 12-06-2020][INFO] Controladoras encontradas: 26 
[13:48:46:395600 12-06-2020][PROC] URL bruta '/admin' 
[13:48:46:396000 12-06-2020][PROC] URL (fixed-A) '/admin' 
[13:48:46:396400 12-06-2020][PROC] URL (fixed-B) 'in' 
[13:48:46:397400 12-06-2020][PROC] URL bruta '/admin/users' 
[13:48:46:397800 12-06-2020][PROC] URL (fixed-A) '/admin/users' 
[13:48:46:398200 12-06-2020][PROC] URL (fixed-B) 'in/users' 
[13:48:46:398500 12-06-2020][PROC] URL bruta '/admin/users/create' 
[13:48:46:398900 12-06-2020][PROC] URL (fixed-A) '/admin/users/create' 
[13:48:46:399100 12-06-2020][PROC] URL (fixed-B) 'in/users/create' 
[13:48:46:399400 12-06-2020][PROC] URL bruta '/admin/users/create' 
[13:48:46:399800 12-06-2020][PROC] URL (fixed-A) '/admin/users/create' 
[13:48:46:400000 12-06-2020][PROC] URL (fixed-B) 'in/users/create' 
[13:48:46:400300 12-06-2020][PROC] URL bruta '/admin/users/:id' 
[13:48:46:400600 12-06-2020][PROC] URL (fixed-A) '/admin/users/:id' 
[13:48:46:400900 12-06-2020][PROC] URL (fixed-B) 'in/users/:id' 
[13:48:46:401200 12-06-2020][PROC] URL bruta '/admin/users/:id/delete' 
[13:48:46:401500 12-06-2020][PROC] URL (fixed-A) '/admin/users/:id/delete' 
[13:48:46:401900 12-06-2020][PROC] URL (fixed-B) 'in/users/:id/delete' 
[13:48:46:402200 12-06-2020][PROC] URL bruta '/admin/users/:id/edit' 
[13:48:46:402500 12-06-2020][PROC] URL (fixed-A) '/admin/users/:id/edit' 
[13:48:46:402800 12-06-2020][PROC] URL (fixed-B) 'in/users/:id/edit' 
[13:48:46:403100 12-06-2020][PROC] URL bruta '/admin/users/:id/edit' 
[13:48:46:403400 12-06-2020][PROC] URL (fixed-A) '/admin/users/:id/edit' 
[13:48:46:403700 12-06-2020][PROC] URL (fixed-B) 'in/users/:id/edit' 
[13:48:46:404400 12-06-2020][PROC] URL bruta '/admin/zzz' 
[13:48:46:404900 12-06-2020][PROC] URL (fixed-A) '/admin/zzz' 
[13:48:46:405200 12-06-2020][PROC] URL (fixed-B) 'in/zzz' 
[13:48:46:406000 12-06-2020][PROC] URL bruta '/dev/docs' 
[13:48:46:406400 12-06-2020][PROC] URL (fixed-A) '/dev/docs' 
[13:48:46:406800 12-06-2020][PROC] URL (fixed-B) '/docs' 
[13:48:46:407200 12-06-2020][PROC] URL bruta '/dev/docs/:page' 
[13:48:46:407500 12-06-2020][PROC] URL (fixed-A) '/dev/docs/:page' 
[13:48:46:407800 12-06-2020][PROC] URL (fixed-B) '/docs/:page' 
[13:48:46:409300 12-06-2020][PROC] URL bruta '/dev' 
[13:48:46:409900 12-06-2020][PROC] URL (fixed-A) '/dev' 
[13:48:46:410500 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:46:412300 12-06-2020][PROC] URL bruta '/dev/manutencao' 
[13:48:46:412800 12-06-2020][PROC] URL (fixed-A) '/dev/manutencao' 
[13:48:46:413200 12-06-2020][PROC] URL (fixed-B) '/manutencao' 
[13:48:46:413500 12-06-2020][PROC] URL bruta '/dev/manutencao' 
[13:48:46:413800 12-06-2020][PROC] URL (fixed-A) '/dev/manutencao' 
[13:48:46:414200 12-06-2020][PROC] URL (fixed-B) '/manutencao' 
[13:48:46:415000 12-06-2020][PROC] URL bruta '/dev/models' 
[13:48:46:415500 12-06-2020][PROC] URL (fixed-A) '/dev/models' 
[13:48:46:415900 12-06-2020][PROC] URL (fixed-B) '/models' 
[13:48:46:416300 12-06-2020][PROC] URL bruta '/dev/models/initialize' 
[13:48:46:416500 12-06-2020][PROC] URL (fixed-A) '/dev/models/initialize' 
[13:48:46:416900 12-06-2020][PROC] URL (fixed-B) '/models/initialize' 
[13:48:46:417600 12-06-2020][PROC] URL bruta '/dev/modules' 
[13:48:46:418100 12-06-2020][PROC] URL (fixed-A) '/dev/modules' 
[13:48:46:418400 12-06-2020][PROC] URL (fixed-B) '/modules' 
[13:48:46:418700 12-06-2020][PROC] URL bruta '/dev/modules/:action/:key' 
[13:48:46:418900 12-06-2020][PROC] URL (fixed-A) '/dev/modules/:action/:key' 
[13:48:46:419300 12-06-2020][PROC] URL (fixed-B) '/modules/:action/:key' 
[13:48:46:420300 12-06-2020][PROC] URL bruta '/dev/repository' 
[13:48:46:420700 12-06-2020][PROC] URL (fixed-A) '/dev/repository' 
[13:48:46:421000 12-06-2020][PROC] URL (fixed-B) '/repository' 
[13:48:46:421300 12-06-2020][PROC] URL bruta '/dev/repository/:repository' 
[13:48:46:421600 12-06-2020][PROC] URL (fixed-A) '/dev/repository/:repository' 
[13:48:46:422000 12-06-2020][PROC] URL (fixed-B) '/repository/:repository' 
[13:48:46:422200 12-06-2020][PROC] URL bruta '/dev/repository/:repository/:id/view' 
[13:48:46:422500 12-06-2020][PROC] URL (fixed-A) '/dev/repository/:repository/:id/view' 
[13:48:46:422800 12-06-2020][PROC] URL (fixed-B) '/repository/:repository/:id/view' 
[13:48:46:423100 12-06-2020][PROC] URL bruta '/dev/repository/:repository/:id/delete' 
[13:48:46:423400 12-06-2020][PROC] URL (fixed-A) '/dev/repository/:repository/:id/delete' 
[13:48:46:423800 12-06-2020][PROC] URL (fixed-B) '/repository/:repository/:id/delete' 
[13:48:46:424100 12-06-2020][PROC] URL bruta '/dev/repository/:repository/:id/edit' 
[13:48:46:424400 12-06-2020][PROC] URL (fixed-A) '/dev/repository/:repository/:id/edit' 
[13:48:46:424800 12-06-2020][PROC] URL (fixed-B) '/repository/:repository/:id/edit' 
[13:48:46:425400 12-06-2020][PROC] URL bruta '/dev/repository/:repository/:id/edit' 
[13:48:46:426100 12-06-2020][PROC] URL (fixed-A) '/dev/repository/:repository/:id/edit' 
[13:48:46:426400 12-06-2020][PROC] URL (fixed-B) '/repository/:repository/:id/edit' 
[13:48:46:426800 12-06-2020][PROC] URL bruta '/dev/repository/sheet/:repository' 
[13:48:46:427100 12-06-2020][PROC] URL (fixed-A) '/dev/repository/sheet/:repository' 
[13:48:46:427400 12-06-2020][PROC] URL (fixed-B) '/repository/sheet/:repository' 
[13:48:46:428100 12-06-2020][PROC] URL bruta '/dev/tools' 
[13:48:46:428500 12-06-2020][PROC] URL (fixed-A) '/dev/tools' 
[13:48:46:428800 12-06-2020][PROC] URL (fixed-B) '/tools' 
[13:48:46:429500 12-06-2020][PROC] URL bruta '/dev/tools/modules' 
[13:48:46:430000 12-06-2020][PROC] URL (fixed-A) '/dev/tools/modules' 
[13:48:46:430400 12-06-2020][PROC] URL (fixed-B) '/tools/modules' 
[13:48:46:430600 12-06-2020][PROC] URL bruta '/dev/tools/modules' 
[13:48:46:430900 12-06-2020][PROC] URL (fixed-A) '/dev/tools/modules' 
[13:48:46:431200 12-06-2020][PROC] URL (fixed-B) '/tools/modules' 
[13:48:46:432100 12-06-2020][PROC] URL bruta '/dev/tools/repository' 
[13:48:46:432500 12-06-2020][PROC] URL (fixed-A) '/dev/tools/repository' 
[13:48:46:432800 12-06-2020][PROC] URL (fixed-B) '/tools/repository' 
[13:48:46:433000 12-06-2020][PROC] URL bruta '/dev/tools/repository/save' 
[13:48:46:433300 12-06-2020][PROC] URL (fixed-A) '/dev/tools/repository/save' 
[13:48:46:433600 12-06-2020][PROC] URL (fixed-B) '/tools/repository/save' 
[13:48:46:434600 12-06-2020][PROC] URL bruta '/dev/users' 
[13:48:46:435000 12-06-2020][PROC] URL (fixed-A) '/dev/users' 
[13:48:46:435300 12-06-2020][PROC] URL (fixed-B) '/users' 
[13:48:46:435500 12-06-2020][PROC] URL bruta '/dev/users/create' 
[13:48:46:435800 12-06-2020][PROC] URL (fixed-A) '/dev/users/create' 
[13:48:46:436100 12-06-2020][PROC] URL (fixed-B) '/users/create' 
[13:48:46:436300 12-06-2020][PROC] URL bruta '/dev/users/create' 
[13:48:46:436600 12-06-2020][PROC] URL (fixed-A) '/dev/users/create' 
[13:48:46:437100 12-06-2020][PROC] URL (fixed-B) '/users/create' 
[13:48:46:437400 12-06-2020][PROC] URL bruta '/dev/users/:id' 
[13:48:46:437700 12-06-2020][PROC] URL (fixed-A) '/dev/users/:id' 
[13:48:46:438100 12-06-2020][PROC] URL (fixed-B) '/users/:id' 
[13:48:46:438400 12-06-2020][PROC] URL bruta '/dev/users/:id/delete' 
[13:48:46:438700 12-06-2020][PROC] URL (fixed-A) '/dev/users/:id/delete' 
[13:48:46:438900 12-06-2020][PROC] URL (fixed-B) '/users/:id/delete' 
[13:48:46:439200 12-06-2020][PROC] URL bruta '/dev/users/:id/edit' 
[13:48:46:439500 12-06-2020][PROC] URL (fixed-A) '/dev/users/:id/edit' 
[13:48:46:439800 12-06-2020][PROC] URL (fixed-B) '/users/:id/edit' 
[13:48:46:440100 12-06-2020][PROC] URL bruta '/dev/users/:id/edit' 
[13:48:46:440400 12-06-2020][PROC] URL (fixed-A) '/dev/users/:id/edit' 
[13:48:46:440700 12-06-2020][PROC] URL (fixed-B) '/users/:id/edit' 
[13:48:46:441900 12-06-2020][PROC] URL bruta '/dev/zzz' 
[13:48:46:442600 12-06-2020][PROC] URL (fixed-A) '/dev/zzz' 
[13:48:46:443600 12-06-2020][PROC] URL (fixed-B) '/zzz' 
[13:48:46:444900 12-06-2020][PROC] URL bruta '/badge' 
[13:48:46:445300 12-06-2020][PROC] URL (fixed-A) '/badge' 
[13:48:46:445600 12-06-2020][PROC] URL (fixed-B) 'ge' 
[13:48:46:446000 12-06-2020][PROC] URL bruta '/badge/edit' 
[13:48:46:446300 12-06-2020][PROC] URL (fixed-A) '/badge/edit' 
[13:48:46:446500 12-06-2020][PROC] URL (fixed-B) 'ge/edit' 
[13:48:46:446900 12-06-2020][PROC] URL bruta '/badge/edit' 
[13:48:46:447200 12-06-2020][PROC] URL (fixed-A) '/badge/edit' 
[13:48:46:447500 12-06-2020][PROC] URL (fixed-B) 'ge/edit' 
[13:48:46:448200 12-06-2020][PROC] URL bruta '/404' 
[13:48:46:448600 12-06-2020][PROC] URL (fixed-A) '/404' 
[13:48:46:449000 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:46:450000 12-06-2020][PROC] URL bruta '/forgot' 
[13:48:46:450400 12-06-2020][PROC] URL (fixed-A) '/forgot' 
[13:48:46:450700 12-06-2020][PROC] URL (fixed-B) 'got' 
[13:48:46:451000 12-06-2020][PROC] URL bruta '/forgot' 
[13:48:46:451300 12-06-2020][PROC] URL (fixed-A) '/forgot' 
[13:48:46:451500 12-06-2020][PROC] URL (fixed-B) 'got' 
[13:48:46:451900 12-06-2020][PROC] URL bruta '/forgot/reset/:code' 
[13:48:46:452200 12-06-2020][PROC] URL (fixed-A) '/forgot/reset/:code' 
[13:48:46:452500 12-06-2020][PROC] URL (fixed-B) 'got/reset/:code' 
[13:48:46:452800 12-06-2020][PROC] URL bruta '/forgot/reset' 
[13:48:46:453000 12-06-2020][PROC] URL (fixed-A) '/forgot/reset' 
[13:48:46:453400 12-06-2020][PROC] URL (fixed-B) 'got/reset' 
[13:48:46:454200 12-06-2020][PROC] URL bruta '/' 
[13:48:46:454600 12-06-2020][PROC] URL (fixed-A) '/' 
[13:48:46:454900 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:46:455300 12-06-2020][PROC] URL bruta '/reset' 
[13:48:46:455500 12-06-2020][PROC] URL (fixed-A) '/reset' 
[13:48:46:455900 12-06-2020][PROC] URL (fixed-B) 'et' 
[13:48:46:456600 12-06-2020][PROC] URL bruta '/login' 
[13:48:46:457100 12-06-2020][PROC] URL (fixed-A) '/login' 
[13:48:46:457500 12-06-2020][PROC] URL (fixed-B) 'in' 
[13:48:46:458000 12-06-2020][PROC] URL bruta '/login' 
[13:48:46:458800 12-06-2020][PROC] URL (fixed-A) '/login' 
[13:48:46:459300 12-06-2020][PROC] URL (fixed-B) 'in' 
[13:48:46:459700 12-06-2020][PROC] URL bruta '/logout' 
[13:48:46:460000 12-06-2020][PROC] URL (fixed-A) '/logout' 
[13:48:46:460300 12-06-2020][PROC] URL (fixed-B) 'out' 
[13:48:46:461000 12-06-2020][PROC] URL bruta '/zzz' 
[13:48:46:461400 12-06-2020][PROC] URL (fixed-A) '/zzz' 
[13:48:46:461800 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:46:462500 12-06-2020][PROC] URL bruta '/clean' 
[13:48:46:462800 12-06-2020][PROC] URL (fixed-A) '/clean' 
[13:48:46:463100 12-06-2020][PROC] URL (fixed-B) 'an' 
[13:48:46:463400 12-06-2020][PROC] URL bruta '/clean' 
[13:48:46:463700 12-06-2020][PROC] URL (fixed-A) '/clean' 
[13:48:46:464000 12-06-2020][PROC] URL (fixed-B) 'an' 
[13:48:46:464800 12-06-2020][PROC] URL bruta '/compesa' 
[13:48:46:465200 12-06-2020][PROC] URL (fixed-A) '/compesa' 
[13:48:46:465500 12-06-2020][PROC] URL (fixed-B) 'pesa' 
[13:48:46:466400 12-06-2020][PROC] URL bruta '/rt' 
[13:48:46:466900 12-06-2020][PROC] URL (fixed-A) '/rt' 
[13:48:46:467200 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:46:467500 12-06-2020][PROC] URL bruta '/rt/search' 
[13:48:46:467700 12-06-2020][PROC] URL (fixed-A) '/rt/search' 
[13:48:46:468100 12-06-2020][PROC] URL (fixed-B) 'search' 
[13:48:46:468400 12-06-2020][PROC] URL bruta '/rt/search' 
[13:48:46:468600 12-06-2020][PROC] URL (fixed-A) '/rt/search' 
[13:48:46:469000 12-06-2020][PROC] URL (fixed-B) 'search' 
[13:48:46:469300 12-06-2020][PROC] URL bruta '/rt/covid19' 
[13:48:46:469600 12-06-2020][PROC] URL (fixed-A) '/rt/covid19' 
[13:48:46:469900 12-06-2020][PROC] URL (fixed-B) 'covid19' 
[13:48:46:470100 12-06-2020][PROC] URL bruta '/rt/covid19/links' 
[13:48:46:470400 12-06-2020][PROC] URL (fixed-A) '/rt/covid19/links' 
[13:48:46:470700 12-06-2020][PROC] URL (fixed-B) 'covid19/links' 
[13:48:46:471300 12-06-2020][PROC] URL bruta '/sigs' 
[13:48:46:471800 12-06-2020][PROC] URL (fixed-A) '/sigs' 
[13:48:46:472400 12-06-2020][PROC] URL (fixed-B) 's' 
[13:48:46:473700 12-06-2020][PROC] URL bruta '/sigs/sipac' 
[13:48:46:474600 12-06-2020][PROC] URL (fixed-A) '/sigs/sipac' 
[13:48:46:475300 12-06-2020][PROC] URL (fixed-B) 's/sipac' 
[13:48:46:476200 12-06-2020][PROC] URL bruta '/zzz' 
[13:48:46:476500 12-06-2020][PROC] URL (fixed-A) '/zzz' 
[13:48:46:476900 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:46:477900 12-06-2020][ERROR] Não foi possível encontrar uma rota para o endereço solicitado (/new/404). 
[13:48:46:478300 12-06-2020][INFO] Redirecionamento para página de erro (404) solicitado... 
[13:48:46:478700 12-06-2020][INFO] Redirecionamento via GET solicitado para '../new/404' 
[13:48:46:503400 12-06-2020][INFO] @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@ 
[13:48:46:504000 12-06-2020][INFO] Applicacao inicializada - application\core\Application::__construct 
[13:48:46:504200 12-06-2020][INFO] Configuracao inicializada 
[13:48:46:504500 12-06-2020][INFO] Constantes fundamentais registradas 
[13:48:46:505800 12-06-2020][INFO] Controladora mae inicializada - application\core\Controller::__construct 
[13:48:46:506700 12-06-2020][INFO] Controle de acesso inicializado - application\core\Access::__construct 
[13:48:46:507100 12-06-2020][INFO] Rota inicializado - application\core\Route::__construct 
[13:48:46:507400 12-06-2020][PROC] URL bruta '/new/404' 
[13:48:46:507700 12-06-2020][PROC] URL (fixed-A) '/new/404' 
[13:48:46:508200 12-06-2020][PROC] URL (fixed-B) '/404' 
[13:48:46:509300 12-06-2020][INFO] Parametros da Rota => method='GET' | raw_url='/new/404' | platform='' | url='/404' | parameters[0]='' | parameters[1]='404' 
[13:48:46:509900 12-06-2020][INFO] Execucao da aplicacao - application\core\Application::Run 
[13:48:46:510600 12-06-2020][INFO] Execucao da controladora mae - application\core\Controller::Run 
[13:48:46:511100 12-06-2020][INFO] URL (ROTA) SOLICITADA >>> '/404' <<< 
[13:48:46:524000 12-06-2020][INFO] Controladoras encontradas: 26 
[13:48:46:525100 12-06-2020][PROC] URL bruta '/admin' 
